timestamp;sensor_id;valor
2025-01-01 00:00:00;TEMP_1;16.47
2025-01-01 00:00:00;LUX_1;0.0
2025-01-01 00:00:00;OCC_1;0.0
2025-01-01 00:15:00;TEMP_1;17.51
2025-01-01 00:15:00;LUX_1;0.0
2025-01-01 00:15:00;OCC_1;0.0
2025-01-01 00:30:00;TEMP_1;17.97
2025-01-01 00:30:00;LUX_1;0.0
2025-01-01 00:30:00;OCC_1;0.0
2025-01-01 00:45:00;TEMP_1;18.85
2025-01-01 00:45:00;LUX_1;0.0
2025-01-01 00:45:00;OCC_1;0.0
2025-01-01 01:00:00;TEMP_1;19.95
2025-01-01 01:00:00;LUX_1;0.0
2025-01-01 01:00:00;OCC_1;0.0
2025-01-01 01:15:00;TEMP_1;22.06
2025-01-01 01:15:00;LUX_1;0.0
2025-01-01 01:15:00;OCC_1;1.0
2025-01-01 01:30:00;TEMP_1;20.02
2025-01-01 01:30:00;LUX_1;0.0
2025-01-01 01:30:00;OCC_1;0.0
2025-01-01 01:45:00;TEMP_1;18.52
2025-01-01 01:45:00;LUX_1;0.0
2025-01-01 01:45:00;OCC_1;0.0
2025-01-01 02:00:00;TEMP_1;25.1
2025-01-01 02:00:00;LUX_1;0.0
2025-01-01 02:00:00;OCC_1;0.0
2025-01-01 02:15:00;TEMP_1;21.97
2025-01-01 02:15:00;LUX_1;0.0
2025-01-01 02:15:00;OCC_1;0.0
2025-01-01 02:30:00;TEMP_1;23.13
2025-01-01 02:30:00;LUX_1;0.0
2025-01-01 02:30:00;OCC_1;0.0
2025-01-01 02:45:00;TEMP_1;16.88
2025-01-01 02:45:00;LUX_1;0.0
2025-01-01 02:45:00;OCC_1;0.0
2025-01-01 03:00:00;TEMP_1;20.73
2025-01-01 03:00:00;LUX_1;0.0
2025-01-01 03:00:00;OCC_1;0.0
2025-01-01 03:15:00;TEMP_1;20.01
2025-01-01 03:15:00;LUX_1;0.0
2025-01-01 03:15:00;OCC_1;0.0
2025-01-01 03:30:00;TEMP_1;22.13
2025-01-01 03:30:00;LUX_1;0.0
2025-01-01 03:30:00;OCC_1;0.0
2025-01-01 03:45:00;TEMP_1;17.76
2025-01-01 03:45:00;LUX_1;0.0
2025-01-01 03:45:00;OCC_1;0.0
2025-01-01 04:00:00;TEMP_1;18.04
2025-01-01 04:00:00;LUX_1;0.0
2025-01-01 04:00:00;OCC_1;0.0
2025-01-01 04:15:00;TEMP_1;21.3
2025-01-01 04:15:00;LUX_1;0.0
2025-01-01 04:15:00;OCC_1;0.0
2025-01-01 04:30:00;TEMP_1;25.05
2025-01-01 04:30:00;LUX_1;0.0
2025-01-01 04:30:00;OCC_1;0.0
2025-01-01 04:45:00;TEMP_1;23.78
2025-01-01 04:45:00;LUX_1;0.0
2025-01-01 04:45:00;OCC_1;0.0
2025-01-01 05:00:00;TEMP_1;20.33
2025-01-01 05:00:00;LUX_1;0.0
2025-01-01 05:00:00;OCC_1;0.0
2025-01-01 05:15:00;TEMP_1;22.25
2025-01-01 05:15:00;LUX_1;0.0
2025-01-01 05:15:00;OCC_1;0.0
2025-01-01 05:30:00;TEMP_1;18.04
2025-01-01 05:30:00;LUX_1;0.0
2025-01-01 05:30:00;OCC_1;0.0
2025-01-01 05:45:00;TEMP_1;20.42
2025-01-01 05:45:00;LUX_1;0.0
2025-01-01 05:45:00;OCC_1;0.0
2025-01-01 06:00:00;TEMP_1;26.25
2025-01-01 06:00:00;LUX_1;555.83
2025-01-01 06:00:00;OCC_1;0.0
2025-01-01 06:15:00;TEMP_1;19.4
2025-01-01 06:15:00;LUX_1;606.62
2025-01-01 06:15:00;OCC_1;0.0
2025-01-01 06:30:00;TEMP_1;24.74
2025-01-01 06:30:00;LUX_1;530.8
2025-01-01 06:30:00;OCC_1;0.0
2025-01-01 06:45:00;TEMP_1;22.77
2025-01-01 06:45:00;LUX_1;634.34
2025-01-01 06:45:00;OCC_1;0.0
2025-01-01 07:00:00;TEMP_1;24.97
2025-01-01 07:00:00;LUX_1;484.94
2025-01-01 07:00:00;OCC_1;0.0
2025-01-01 07:15:00;TEMP_1;23.75
2025-01-01 07:15:00;LUX_1;520.52
2025-01-01 07:15:00;OCC_1;0.0
2025-01-01 07:30:00;TEMP_1;24.19
2025-01-01 07:30:00;LUX_1;451.85
2025-01-01 07:30:00;OCC_1;0.0
2025-01-01 07:45:00;TEMP_1;21.3
2025-01-01 07:45:00;LUX_1;418.11
2025-01-01 07:45:00;OCC_1;0.0
2025-01-01 08:00:00;TEMP_1;22.27
2025-01-01 08:00:00;LUX_1;374.72
2025-01-01 08:00:00;OCC_1;0.0
2025-01-01 08:15:00;TEMP_1;26.19
2025-01-01 08:15:00;LUX_1;592.05
2025-01-01 08:15:00;OCC_1;1.0
2025-01-01 08:30:00;TEMP_1;20.7
2025-01-01 08:30:00;LUX_1;588.63
2025-01-01 08:30:00;OCC_1;1.0
2025-01-01 08:45:00;TEMP_1;24.65
2025-01-01 08:45:00;LUX_1;449.24
2025-01-01 08:45:00;OCC_1;1.0
2025-01-01 09:00:00;TEMP_1;28.04
2025-01-01 09:00:00;LUX_1;511.96
2025-01-01 09:00:00;OCC_1;0.0
2025-01-01 09:15:00;TEMP_1;25.14
2025-01-01 09:15:00;LUX_1;570.43
2025-01-01 09:15:00;OCC_1;1.0
2025-01-01 09:30:00;TEMP_1;26.68
2025-01-01 09:30:00;LUX_1;560.29
2025-01-01 09:30:00;OCC_1;1.0
2025-01-01 09:45:00;TEMP_1;23.62
2025-01-01 09:45:00;LUX_1;668.57
2025-01-01 09:45:00;OCC_1;1.0
2025-01-01 10:00:00;TEMP_1;22.62
2025-01-01 10:00:00;LUX_1;570.86
2025-01-01 10:00:00;OCC_1;0.0
2025-01-01 10:15:00;TEMP_1;25.6
2025-01-01 10:15:00;LUX_1;597.04
2025-01-01 10:15:00;OCC_1;0.0
2025-01-01 10:30:00;TEMP_1;25.23
2025-01-01 10:30:00;LUX_1;475.92
2025-01-01 10:30:00;OCC_1;1.0
2025-01-01 10:45:00;TEMP_1;25.67
2025-01-01 10:45:00;LUX_1;552.94
2025-01-01 10:45:00;OCC_1;1.0
2025-01-01 11:00:00;TEMP_1;23.52
2025-01-01 11:00:00;LUX_1;610.1
2025-01-01 11:00:00;OCC_1;1.0
2025-01-01 11:15:00;TEMP_1;23.51
2025-01-01 11:15:00;LUX_1;407.92
2025-01-01 11:15:00;OCC_1;1.0
2025-01-01 11:30:00;TEMP_1;23.39
2025-01-01 11:30:00;LUX_1;505.59
2025-01-01 11:30:00;OCC_1;1.0
2025-01-01 11:45:00;TEMP_1;24.13
2025-01-01 11:45:00;LUX_1;565.27
2025-01-01 11:45:00;OCC_1;0.0
2025-01-01 12:00:00;TEMP_1;21.15
2025-01-01 12:00:00;LUX_1;355.22
2025-01-01 12:00:00;OCC_1;1.0
2025-01-01 12:15:00;TEMP_1;23.13
2025-01-01 12:15:00;LUX_1;590.89
2025-01-01 12:15:00;OCC_1;1.0
2025-01-01 12:30:00;TEMP_1;24.87
2025-01-01 12:30:00;LUX_1;654.21
2025-01-01 12:30:00;OCC_1;1.0
2025-01-01 12:45:00;TEMP_1;22.1
2025-01-01 12:45:00;LUX_1;363.99
2025-01-01 12:45:00;OCC_1;1.0
2025-01-01 13:00:00;TEMP_1;26.88
2025-01-01 13:00:00;LUX_1;455.66
2025-01-01 13:00:00;OCC_1;0.0
2025-01-01 13:15:00;TEMP_1;25.02
2025-01-01 13:15:00;LUX_1;460.11
2025-01-01 13:15:00;OCC_1;1.0
2025-01-01 13:30:00;TEMP_1;28.11
2025-01-01 13:30:00;LUX_1;700.89
2025-01-01 13:30:00;OCC_1;1.0
2025-01-01 13:45:00;TEMP_1;23.69
2025-01-01 13:45:00;LUX_1;426.61
2025-01-01 13:45:00;OCC_1;1.0
2025-01-01 14:00:00;TEMP_1;25.96
2025-01-01 14:00:00;LUX_1;410.06
2025-01-01 14:00:00;OCC_1;1.0
2025-01-01 14:15:00;TEMP_1;25.56
2025-01-01 14:15:00;LUX_1;352.2
2025-01-01 14:15:00;OCC_1;1.0
2025-01-01 14:30:00;TEMP_1;23.1
2025-01-01 14:30:00;LUX_1;556.43
2025-01-01 14:30:00;OCC_1;1.0
2025-01-01 14:45:00;TEMP_1;28.33
2025-01-01 14:45:00;LUX_1;453.01
2025-01-01 14:45:00;OCC_1;0.0
2025-01-01 15:00:00;TEMP_1;24.35
2025-01-01 15:00:00;LUX_1;502.08
2025-01-01 15:00:00;OCC_1;1.0
2025-01-01 15:15:00;TEMP_1;24.29
2025-01-01 15:15:00;LUX_1;349.45
2025-01-01 15:15:00;OCC_1;1.0
2025-01-01 15:30:00;TEMP_1;24.84
2025-01-01 15:30:00;LUX_1;641.39
2025-01-01 15:30:00;OCC_1;1.0
2025-01-01 15:45:00;TEMP_1;24.77
2025-01-01 15:45:00;LUX_1;413.49
2025-01-01 15:45:00;OCC_1;1.0
2025-01-01 16:00:00;TEMP_1;26.18
2025-01-01 16:00:00;LUX_1;516.84
2025-01-01 16:00:00;OCC_1;1.0
2025-01-01 16:15:00;TEMP_1;23.79
2025-01-01 16:15:00;LUX_1;473.38
2025-01-01 16:15:00;OCC_1;1.0
2025-01-01 16:30:00;TEMP_1;26.61
2025-01-01 16:30:00;LUX_1;455.24
2025-01-01 16:30:00;OCC_1;1.0
2025-01-01 16:45:00;TEMP_1;23.55
2025-01-01 16:45:00;LUX_1;600.49
2025-01-01 16:45:00;OCC_1;1.0
2025-01-01 17:00:00;TEMP_1;25.8
2025-01-01 17:00:00;LUX_1;519.45
2025-01-01 17:00:00;OCC_1;1.0
2025-01-01 17:15:00;TEMP_1;24.65
2025-01-01 17:15:00;LUX_1;611.97
2025-01-01 17:15:00;OCC_1;0.0
2025-01-01 17:30:00;TEMP_1;23.0
2025-01-01 17:30:00;LUX_1;376.37
2025-01-01 17:30:00;OCC_1;1.0
2025-01-01 17:45:00;TEMP_1;24.65
2025-01-01 17:45:00;LUX_1;428.01
2025-01-01 17:45:00;OCC_1;1.0
2025-01-01 18:00:00;TEMP_1;25.5
2025-01-01 18:00:00;LUX_1;457.37
2025-01-01 18:00:00;OCC_1;1.0
2025-01-01 18:15:00;TEMP_1;24.41
2025-01-01 18:15:00;LUX_1;440.68
2025-01-01 18:15:00;OCC_1;1.0
2025-01-01 18:30:00;TEMP_1;22.75
2025-01-01 18:30:00;LUX_1;451.78
2025-01-01 18:30:00;OCC_1;1.0
2025-01-01 18:45:00;TEMP_1;24.76
2025-01-01 18:45:00;LUX_1;449.34
2025-01-01 18:45:00;OCC_1;1.0
2025-01-01 19:00:00;TEMP_1;17.55
2025-01-01 19:00:00;LUX_1;0.0
2025-01-01 19:00:00;OCC_1;0.0
2025-01-01 19:15:00;TEMP_1;20.02
2025-01-01 19:15:00;LUX_1;0.0
2025-01-01 19:15:00;OCC_1;0.0
2025-01-01 19:30:00;TEMP_1;22.88
2025-01-01 19:30:00;LUX_1;0.0
2025-01-01 19:30:00;OCC_1;1.0
2025-01-01 19:45:00;TEMP_1;22.87
2025-01-01 19:45:00;LUX_1;0.0
2025-01-01 19:45:00;OCC_1;1.0
2025-01-01 20:00:00;TEMP_1;21.28
2025-01-01 20:00:00;LUX_1;0.0
2025-01-01 20:00:00;OCC_1;0.0
2025-01-01 20:15:00;TEMP_1;20.32
2025-01-01 20:15:00;LUX_1;0.0
2025-01-01 20:15:00;OCC_1;0.0
2025-01-01 20:30:00;TEMP_1;21.95
2025-01-01 20:30:00;LUX_1;0.0
2025-01-01 20:30:00;OCC_1;0.0
2025-01-01 20:45:00;TEMP_1;23.56
2025-01-01 20:45:00;LUX_1;0.0
2025-01-01 20:45:00;OCC_1;0.0
2025-01-01 21:00:00;TEMP_1;19.06
2025-01-01 21:00:00;LUX_1;0.0
2025-01-01 21:00:00;OCC_1;0.0
2025-01-01 21:15:00;TEMP_1;17.89
2025-01-01 21:15:00;LUX_1;0.0
2025-01-01 21:15:00;OCC_1;0.0
2025-01-01 21:30:00;TEMP_1;20.5
2025-01-01 21:30:00;LUX_1;0.0
2025-01-01 21:30:00;OCC_1;0.0
2025-01-01 21:45:00;TEMP_1;20.26
2025-01-01 21:45:00;LUX_1;0.0
2025-01-01 21:45:00;OCC_1;0.0
2025-01-01 22:00:00;TEMP_1;17.7
2025-01-01 22:00:00;LUX_1;0.0
2025-01-01 22:00:00;OCC_1;0.0
2025-01-01 22:15:00;TEMP_1;21.81
2025-01-01 22:15:00;LUX_1;0.0
2025-01-01 22:15:00;OCC_1;1.0
2025-01-01 22:30:00;TEMP_1;17.34
2025-01-01 22:30:00;LUX_1;0.0
2025-01-01 22:30:00;OCC_1;0.0
2025-01-01 22:45:00;TEMP_1;17.91
2025-01-01 22:45:00;LUX_1;0.0
2025-01-01 22:45:00;OCC_1;0.0
2025-01-01 23:00:00;TEMP_1;19.17
2025-01-01 23:00:00;LUX_1;0.0
2025-01-01 23:00:00;OCC_1;0.0
2025-01-01 23:15:00;TEMP_1;22.35
2025-01-01 23:15:00;LUX_1;0.0
2025-01-01 23:15:00;OCC_1;0.0
2025-01-01 23:30:00;TEMP_1;18.09
2025-01-01 23:30:00;LUX_1;0.0
2025-01-01 23:30:00;OCC_1;1.0
2025-01-01 23:45:00;TEMP_1;17.1
2025-01-01 23:45:00;LUX_1;0.0
2025-01-01 23:45:00;OCC_1;1.0
2025-01-02 00:00:00;TEMP_1;19.88
2025-01-02 00:00:00;LUX_1;0.0
2025-01-02 00:00:00;OCC_1;0.0
2025-01-02 00:15:00;TEMP_1;19.07
2025-01-02 00:15:00;LUX_1;0.0
2025-01-02 00:15:00;OCC_1;0.0
2025-01-02 00:30:00;TEMP_1;20.58
2025-01-02 00:30:00;LUX_1;0.0
2025-01-02 00:30:00;OCC_1;0.0
2025-01-02 00:45:00;TEMP_1;18.65
2025-01-02 00:45:00;LUX_1;0.0
2025-01-02 00:45:00;OCC_1;0.0
2025-01-02 01:00:00;TEMP_1;19.67
2025-01-02 01:00:00;LUX_1;0.0
2025-01-02 01:00:00;OCC_1;0.0
